ETF,Financial Status,Market Category,NextShares,Round Lot Size,Security Name,Symbol,Test Issue
N,N,S,N,100,DiamondHead Holdings Corp. - Warrant,DHHCW,N
N,N,Q,N,100,"Diamond Hill Investment Group, Inc. - Class A Common Stock",DHIL,N
N,N,G,N,100,"1stdibs.com, Inc. - Common Stock",DIBS,N
N,N,G,N,100,"DICE Therapeutics, Inc. - Common Stock",DICE,N
N,N,Q,N,100,Diodes Incorporated - Common Stock,DIOD,N
N,N,S,N,100,Disruptive Acquisition Corporation I - Class A Ordinary Shares,DISA,N
N,N,S,N,100,Disruptive Acquisition Corporation I - Unit,DISAU,N
N,N,S,N,100,Disruptive Acquisition Corporation I - Warrant,DISAW,N
N,N,Q,N,100,DISH Network Corporation - Class A Common Stock,DISH,N
Y,N,G,N,100,Altrius Global Dividend ETF,DIVD,N
N,N,S,N,100,Daily Journal Corp. (S.C.) - Common Stock,DJCO,N
N,N,S,N,100,Data Knights Acquisition Corp. - Class A Common Stock,DKDCA,N
N,N,S,N,100,Data Knights Acquisition Corp. - Unit,DKDCU,N
N,N,S,N,100,Data Knights Acquisition Corp. - Warrant,DKDCW,N
N,N,Q,N,100,DraftKings Inc. - Class A Common Stock,DKNG,N
N,N,S,N,100,Deep Lake Capital Acquisition Corp. - Class A Ordinary Shares,DLCA,N
N,N,S,N,100,Deep Lake Capital Acquisition Corp. - Unit,DLCAU,N
N,N,S,N,100,Deep Lake Capital Acquisition Corp. - Warrant,DLCAW,N
N,N,S,N,100,DLH Holdings Corp. - Common Stock,DLHC,N
N,N,Q,N,100,DLocal Limited - Class A Common Shares,DLO,N
N,N,S,N,100,"Dolphin Entertainment, Inc. - Common Stock",DLPN,N
N,N,Q,N,100,Duluth Holdings Inc. - Class B Common Stock,DLTH,N
N,N,Q,N,100,"Dollar Tree, Inc. - Common Stock",DLTR,N
N,N,S,N,100,DiaMedica Therapeutics Inc. - Common Stock,DMAC,N
N,N,G,N,100,Deep Medicine Acquisition Corp. - Class A Common Stock,DMAQ,N
N,N,G,N,100,Deep Medicine Acquisition Corp. - Rights,DMAQR,N
Y,N,G,N,100,Global X Disruptive Materials ETF,DMAT,N
N,N,Q,N,100,"Dorchester Minerals, L.P. - Common Units Representing Limited Partnership Interests",DMLP,N
N,N,Q,N,100,Digimarc Corporation - Common Stock,DMRC,N
N,N,S,N,100,"DermTech, Inc. - Common Stock",DMTK,N
Y,N,G,N,100,iShares ESG Advanced MSCI EAFE ETF,DMXF,N
N,N,S,N,100,Social Capital Suvretta Holdings Corp. II - Class A Ordinary Shares,DNAB,N
N,N,S,N,100,Social Capital Suvretta Holdings Corp. IV - Class A Ordinary Shares,DNAD,N
N,N,Q,N,100,Denali Therapeutics Inc. - Common Stock,DNLI,N
N,N,Q,N,100,"Krispy Kreme, Inc. - Common Stock",DNUT,N
N,N,Q,N,100,"DocuSign, Inc. - Common Stock",DOCU,N
N,N,G,N,100,Dogness (International) Corporation - Class A Common Stock,DOGZ,N
N,N,S,N,100,Dominari Holdings Inc. - Common Stock,DOMH,N
N,N,G,N,100,"Domo, Inc. - Class B Common Stock",DOMO,N
N,N,Q,N,100,BRP Inc. - Common Subordinate Voting Shares,DOOO,N
N,N,Q,N,100,"Dorman Products, Inc. - Common Stock",DORM,N
N,N,Q,N,100,Amdocs Limited - Ordinary Shares,DOX,N
N,N,Q,N,100,DouYu International Holdings Limited - American Depositary Shares,DOYU,N
N,N,G,N,100,DP Cap Acquisition Corp I - Class A Ordinary Shares,DPCS,N
N,N,G,N,100,DP Cap Acquisition Corp I - Unit,DPCSU,N
N,N,G,N,100,DP Cap Acquisition Corp I - Warrants,DPCSW,N
N,D,S,N,100,Draganfly Inc. - Common Shares,DPRO,N
N,N,S,N,100,"Direct Digital Holdings, Inc. - Class A Common Stock",DRCT,N
N,N,S,N,100,"Direct Digital Holdings, Inc. - Warrant",DRCTW,N
N,N,S,N,100,DarioHealth Corp. - Common Stock,DRIO,N
Y,N,G,N,100,Global X Autonomous & Electric Vehicles ETF,DRIV,N
N,D,S,N,100,"Dermata Therapeutics, Inc. - Common Stock",DRMA,N
N,N,S,N,100,"Dermata Therapeutics, Inc. - Warrant",DRMAW,N
N,N,S,N,100,DURECT Corporation - Common Stock,DRRX,N
N,N,Q,N,100,"Leonardo DRS, Inc. - Common Stock",DRS,N
N,N,S,N,100,Alpha Tau Medical Ltd. - Ordinary Shares,DRTS,N
N,N,S,N,100,Alpha Tau Medical Ltd. - Warrant,DRTSW,N
N,D,Q,N,100,DIRTT Environmental Solutions Ltd. - Common Shares,DRTT,N
N,N,S,N,100,Bright Minds Biosciences Inc. - common stock,DRUG,N
N,N,Q,N,100,Driven Brands Holdings Inc. - Common Stock,DRVN,N
N,N,Q,N,100,"Diversey Holdings, Ltd. - Ordinary Shares",DSEY,N
N,N,Q,N,100,"Design Therapeutics, Inc. - Common Stock",DSGN,N
N,N,Q,N,100,"Distribution Solutions Group, Inc. - Common Stock",DSGR,N
N,N,Q,N,100,The Descartes Systems Group Inc. - Common Stock,DSGX,N
N,N,S,N,100,"Daseke, Inc. - Common Stock",DSKE,N
N,N,Q,N,100,Viant Technology Inc. - common stock,DSP,N
Y,N,G,N,100,AXS De-SPAC ETF,DSPC,N
N,N,G,N,100,"Deswell Industries, Inc. - Common Shares",DSWL,N
N,D,G,N,100,DAVIDsTEA Inc. - Common Stock,DTEA,N
N,N,Q,N,100,"Precision BioSciences, Inc. - Common Stock",DTIL,N
N,N,S,N,100,Digital Transformation Opportunities Corp. - Class A Common Stock,DTOC,N
N,N,S,N,100,Digital Transformation Opportunities Corp. - Units,DTOCU,N
N,N,S,N,100,Digital Transformation Opportunities Corp. - Warrant,DTOCW,N
N,N,S,N,100,DTRT Health Acquisition Corp. - Class A Common Stock,DTRT,N
N,N,S,N,100,DTRT Health Acquisition Corp. - Unit,DTRTU,N
N,N,S,N,100,DTRT Health Acquisition Corp. - Warrant,DTRTW,N
N,D,S,N,100,Datasea Inc. - Common Stock,DTSS,N
N,N,S,N,100,Data Storage Corporation - Common Stock,DTST,N
N,N,S,N,100,Data Storage Corporation - Warrant,DTSTW,N
N,N,G,N,100,DUET Acquisition Corp. - Class A Common Stock,DUET,N
N,N,G,N,100,DUET Acquisition Corp. - Unit,DUETU,N
N,N,G,N,100,DUET Acquisition Corp. - Warrant,DUETW,N
N,N,S,N,100,Dune Acquisition Corporation - Class A Common Stock,DUNE,N
N,N,S,N,100,Dune Acquisition Corporation - Unit,DUNEU,N
N,N,S,N,100,Dune Acquisition Corporation - Warrant,DUNEW,N
N,D,G,N,100,Fangdd Network Group Ltd. - American Depositary Shares,DUO,N
N,N,Q,N,100,"Duolingo, Inc. - Class A Common Stock",DUOL,N
N,N,S,N,100,"Duos Technologies Group, Inc. - Common Stock",DUOT,N
Y,N,G,N,100,BrandywineGLOBAL - Dynamic US Large Cap Value ETF,DVAL,N
N,N,S,N,100,Dynavax Technologies Corporation - Common Stock,DVAX,N
Y,N,G,N,100,First Trust Dorsey Wright Momentum & Value ETF,DVLU,N
Y,N,G,N,100,First Trust Dorsey Wright Momentum & Low Volatility ETF,DVOL,N
Y,N,G,N,100,iShares Select Dividend ETF,DVY,N
N,N,G,N,100,Digital World Acquisition Corp. - Class A Common Stock,DWAC,N
N,N,G,N,100,Digital World Acquisition Corp. - Units,DWACU,N
N,N,G,N,100,Digital World Acquisition Corp. - Warrants,DWACW,N
Y,N,G,N,100,Invesco DWA SmallCap Momentum ETF,DWAS,N
Y,N,G,N,100,AdvisorShares Dorsey Wright FSM All Cap World ETF,DWAW,N
Y,N,G,N,100,AdvisorShares Dorsey Wright Alpha Equal Weight ETF,DWEQ,N
Y,N,G,N,100,AdvisorShares Dorsey Wright Micro-Cap ETF,DWMC,N
Y,N,G,N,100,AdvisorShares Dorsey Wright Short ETF,DWSH,N
N,N,Q,N,100,Dawson Geophysical Company - Common Stock,DWSN,N
Y,N,G,N,100,AdvisorShares Dorsey Wright FSM US Core ETF,DWUS,N
N,N,Q,N,100,"DexCom, Inc. - Common Stock",DXCM,N
Y,N,G,N,100,WisdomTree Germany Hedged Equity Fund,DXGE,N
Y,N,G,N,100,WisdomTree Japan Hedged SmallCap Equity Fund,DXJS,N
N,N,G,N,100,"Destination XL Group, Inc. - Common Stock",DXLG,N
N,N,Q,N,100,"DXP Enterprises, Inc. - Common Stock",DXPE,N
N,N,S,N,100,Daxor Corporation - Common Stock,DXR,N
N,N,G,N,100,"The Dixie Group, Inc. - Common Stock",DXYN,N
N,N,S,N,100,"Dyadic International, Inc. - Common Stock",DYAI,N
N,N,Q,N,100,"Dyne Therapeutics, Inc. - Common Stock",DYN,N
N,D,S,N,100,Dynatronics Corporation - Common Stock,DYNT,N
N,N,S,N,100,DZS Inc. - Common Stock,DZSI,N
N,N,Q,N,100,Electronic Arts Inc. - Common Stock,EA,N
N,N,S,N,100,Edify Acquisition Corp. - Class A Common Stock,EAC,N
N,N,S,N,100,Edify Acquisition Corp. - Units,EACPU,N
N,N,S,N,100,Edify Acquisition Corp. - Warrant,EACPW,N
N,D,Q,N,100,"Eargo, Inc. - Common Stock",EAR,N
N,D,S,N,100,"Eastside Distilling, Inc. - Common Stock",EAST,N
N,N,S,N,100,European Biotech Acquisition Corp. - Class A Ordinary Shares,EBAC,N
N,N,S,N,100,European Biotech Acquisition Corp. - Units,EBACU,N
N,N,S,N,100,European Biotech Acquisition Corp. - Warrant,EBACW,N
N,N,Q,N,100,eBay Inc. - Common Stock,EBAY,N
N,N,Q,N,100,"Eastern Bankshares, Inc. - Common Stock",EBC,N
N,D,S,N,100,"EBET, INC. - Common Stock",EBET,N
N,N,Q,N,100,"Ebix, Inc. - Common Stock",EBIX,N
Y,N,G,N,100,Global X E-commerce ETF,EBIZ,N
N,N,G,N,100,"Eagle Bancorp Montana, Inc. - Common Stock",EBMT,N
N,N,Q,N,100,Ebang International Holdings Inc. - Class A Ordinary Shares,EBON,N
N,N,Q,N,100,Enterprise Bancorp Inc - Common Stock,EBTC,N
N,N,S,N,100,"ECB Bancorp, Inc. - Common Stock",ECBK,N
N,D,S,N,100,"electroCore, Inc. - Common Stock",ECOR,N
Y,N,G,N,100,Pacer Emerging Markets Cash Cows 100 ETF,ECOW,N
N,N,Q,N,100,Encore Capital Group Inc - Common Stock,ECPG,N
N,N,G,N,100,ECARX Holdings Inc. - Class A Ordinary shares,ECX,N
N,N,S,N,100,ECARX Holdings Inc. - Warrants,ECXWW,N
N,N,G,N,100,"EDAP TMS S.A. - American Depositary Shares, each representing One Ordinary Share",EDAP,N
N,D,S,N,100,Edible Garden AG Incorporated - Common Stock,EDBL,N
N,D,S,N,100,Edible Garden AG Incorporated - Warrant,EDBLW,N
N,N,Q,N,100,"Editas Medicine, Inc. - Common Stock",EDIT,N
Y,N,G,N,100,Global X Telemedicine & Digital Health ETF,EDOC,N
N,N,S,N,100,EuroDry Ltd. - Common Shares,EDRY,N
N,N,S,N,100,"Edesa Biotech, Inc. - Common Shares",EDSA,N
N,N,S,N,100,Skillful Craftsman Education Technology Limited - Ordinary Share,EDTK,N
N,D,S,N,100,EdtechX Holdings Acquisition Corp. II - Class A common stock,EDTX,N
N,D,S,N,100,EdtechX Holdings Acquisition Corp. II - Unit,EDTXU,N
N,D,S,N,100,EdtechX Holdings Acquisition Corp. II - Warrant,EDTXW,N
N,N,G,N,100,Educational Development Corporation - Common Stock,EDUC,N
Y,N,G,N,100,Global X Education ETF,EDUT,N
N,N,Q,N,100,"Euronet Worldwide, Inc. - Common Stock",EEFT,N
N,N,S,N,100,EpicQuest Education Group International Limited - Common Stock,EEIQ,N
Y,N,G,N,100,iShares MSCI Emerging Markets Asia ETF,EEMA,N
Y,N,G,N,100,Global X MSCI SuperDividend EAFE ETF,EFAS,N
N,N,G,N,100,EF Hutton Acquisition Corporation I - Common Stock,EFHT,N
N,N,G,N,100,EF Hutton Acquisition Corporation I - Rights,EFHTR,N
N,N,G,N,100,EF Hutton Acquisition Corporation I - Warrant,EFHTW,N
N,D,S,N,100,"Energy Focus, Inc. - Common Stock",EFOI,N
Y,N,G,N,100,iShares Environmental Infrastructure and Industrials ETF,EFRA,N
N,N,Q,N,100,Enterprise Financial Services Corporation - Common Stock,EFSC,N
N,N,Q,N,100,"Enterprise Financial Services Corporation - Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A",EFSCP,N
N,D,S,N,100,"eFFECTOR Therapeutics, Inc. - Common Stock",EFTR,N
N,N,S,N,100,"eFFECTOR Therapeutics, Inc. - Warrant",EFTRW,N
N,N,S,N,100,eGain Corporation - Common Stock,EGAN,N
N,N,S,N,100,"Eagle Bancorp, Inc. - Common Stock",EGBN,N
N,N,Q,N,100,8x8 Inc - Common stock,EGHT,N
N,N,Q,N,100,"Edgio, Inc. - Common Stock",EGIO,N
N,D,Q,N,100,Enthusiast Gaming Holdings Inc. - Common Stock,EGLX,N
N,N,G,N,100,"Eagle Pharmaceuticals, Inc. - Common Stock",EGRX,N
N,N,G,N,100,EHang Holdings Limited - ADS,EH,N
N,N,Q,N,100,"eHealth, Inc. - Common Stock",EHTH,N
N,N,G,N,100,"Eiger BioPharmaceuticals, Inc. - Common Stock",EIGR,N
N,D,S,N,100,E-Home Household Service Holdings Limited - Ordinary shares,EJH,N
Y,N,G,N,100,First Trust Nasdaq Lux Digital Health Solutions ETF,EKG,N
N,N,S,N,100,"Ekso Bionics Holdings, Inc. - Common Stock",EKSO,N
N,N,S,N,100,Electra Battery Materials Corporation - Common Stock,ELBM,N
N,N,S,N,100,"Eledon Pharmaceuticals, Inc. - Common Stock",ELDN,N
N,N,Q,N,100,"Elevation Oncology, Inc. - Common stock",ELEV,N
N,D,S,N,100,"Eloxx Pharmaceuticals, Inc. - Common Stock",ELOX,N
N,N,S,N,100,"Electro-Sensors, Inc. - Common Stock",ELSE,N
N,N,S,N,100,Eltek Ltd. - Ordinary Shares,ELTK,N
N,N,G,N,100,"Eliem Therapeutics, Inc - Common Stock",ELYM,N
N,D,S,N,100,"Elys Game Technology, Corp.  - Common Stock",ELYS,N
N,N,Q,N,100,Smart Share Global Limited - American Depositary Shares,EM,N
Y,N,G,N,100,iShares J.P. Morgan USD Emerging Markets Bond ETF,EMB,N
N,N,Q,N,100,Embecta Corp. - Common Stock,EMBC,N
N,N,G,N,100,"Embark Technology, Inc. - Common Stock",EMBK,N
N,N,G,N,100,"Embark Technology, Inc. - Warrant",EMBKW,N
Y,N,G,N,100,WisdomTree Emerging Markets Corporate Bond Fund,EMCB,N
N,N,G,N,100,Embrace Change Acquisition Corp - Ordinary Shares,EMCG,N
N,N,G,N,100,Embrace Change Acquisition Corp - Rights,EMCGR,N
N,N,G,N,100,Embrace Change Acquisition Corp - Units,EMCGU,N
N,N,G,N,100,Embrace Change Acquisition Corp - Warrants,EMCGW,N
Y,N,G,N,100,iShares S&P Emerging Markets Infrastructure Index Fund,EMIF,N
N,N,G,N,100,EMCORE Corporation - Common Stock,EMKR,N
N,N,G,N,100,Eastern Company (The) - Common Stock,EML,N
N,N,G,N,100,FTAC Emerald Acquisition Corp. - Class A Common Stock,EMLD,N
N,N,G,N,100,FTAC Emerald Acquisition Corp. - Unit,EMLDU,N
N,N,G,N,100,FTAC Emerald Acquisition Corp. - Warrant,EMLDW,N
Y,N,G,N,100,iShares MSCI Emerging Markets ex China ETF,EMXC,N
Y,N,G,N,100,iShares ESG Advanced MSCI EM ETF,EMXF,N
N,N,G,N,100,Energem Corp - Class A Ordinary Shares,ENCP,N
N,N,G,N,100,Energem Corp - Unit,ENCPU,N
N,N,G,N,100,Energem Corp - Warrant,ENCPW,N
N,N,G,N,100,Accretion Acquisition Corp. - Common Stock,ENER,N
N,N,G,N,100,Accretion Acquisition Corp. - Right,ENERR,N
N,N,G,N,100,Accretion Acquisition Corp. - Unit,ENERU,N
N,N,G,N,100,Accretion Acquisition Corp. - Warrant,ENERW,N
N,D,S,N,100,ENGlobal Corporation - Common Stock,ENG,N
N,N,S,N,100,Enlivex Therapeutics Ltd. - Ordinary Shares,ENLV,N
N,E,S,N,100,"Enochian Biosciences, Inc. - Common Stock",ENOB,N
N,N,G,N,100,"Enphase Energy, Inc. - Common Stock",ENPH,N
N,D,S,N,100,"Ensysce Biosciences, Inc. - Common Stock",ENSC,N
N,N,Q,N,100,"The Ensign Group, Inc. - Common Stock",ENSG,N
N,N,Q,N,100,"Enanta Pharmaceuticals, Inc. - Common Stock",ENTA,N
N,N,G,N,100,Enterprise 4.0 Technology Acquisition Corp. - Class A Ordinary Shares,ENTF,N
N,N,G,N,100,Enterprise 4.0 Technology Acquisition Corp. - Unit,ENTFU,N
N,N,G,N,100,Enterprise 4.0 Technology Acquisition Corp. - Warrant,ENTFW,N
N,N,Q,N,100,"Entegris, Inc. - Common Stock",ENTG,N
N,D,S,N,100,Entera Bio Ltd. - Ordinary Shares,ENTX,N
N,N,S,N,100,Entera Bio Ltd. - Warrant,ENTXW,N
N,N,S,N,100,"Enveric Biosciences, Inc.  - Common Stock",ENVB,N
N,N,Q,N,100,Enovix Corporation - Common Stock,ENVX,N
Y,N,G,N,100,iShares MSCI New Zealand ETF,ENZL,N
N,N,G,N,100,"Evolus, Inc. - Common Stock",EOLS,N
N,N,S,N,100,"Eos Energy Enterprises, Inc. - Common Stock",EOSE,N
N,N,S,N,100,"Eos Energy Enterprises, Inc. - Warrant",EOSEW,N
N,N,S,N,100,ESSA Pharma Inc. - Common Stock,EPIX,N
N,N,S,N,100,"Sunrise New Energy Co., Ltd - Ordinary Shares",EPOW,N
N,N,G,N,100,Epsilon Energy Ltd. - Common Shares,EPSN,N
N,N,G,N,100,"Equillium, Inc. - Common Stock",EQ,N
N,N,Q,N,100,"Equity Bancshares, Inc. - Class A Common Stock",EQBK,N
N,N,Q,N,100,"Equinix, Inc. - Common Stock",EQIX,N
Y,N,G,N,100,ProShares Equities for Rising Rates ETF,EQRR,N
N,N,G,N,100,"EQRx, Inc.  - Common Stock",EQRX,N
N,N,G,N,100,"EQRx, Inc.  - Warrant",EQRXW,N
N,N,Q,N,100,"Erasca, Inc. - Common Stock",ERAS,N
N,N,S,N,100,East Resources Acquisition Company - Class A Common Stock,ERES,N
N,N,S,N,100,East Resources Acquisition Company - Unit,ERESU,N
N,N,S,N,100,East Resources Acquisition Company - Warrant,ERESW,N
Y,N,G,N,100,iShares Environmentally Aware Real Estate ETF,ERET,N
N,N,Q,N,100,Ericsson - American Depositary Shares each representing 1 underlying Class B share,ERIC,N
N,N,Q,N,100,Erie Indemnity Company - Class A Common Stock,ERIE,N
N,N,Q,N,100,"Energy Recovery, Inc. - Common Stock",ERII,N
N,N,S,N,100,Eterna Therapeutics Inc. - Common Stock,ERNA,N
N,D,Q,N,100,Erytech Pharma S.A. - American Depositary Shares,ERYP,N
N,N,G,N,100,ESGEN Acquisition Corporation - Class A Ordinary Shares,ESAC,N
N,N,G,N,100,ESGEN Acquisition Corporation - Unit,ESACU,N
N,N,G,N,100,ESGEN Acquisition Corporation - Warrants,ESACW,N
N,N,G,N,100,"Escalade, Incorporated - Common Stock",ESCA,N
N,N,S,N,100,Euroseas Ltd. - Common Stock,ESEA,N
Y,N,G,N,100,iShares ESG Aware MSCI EAFE ETF,ESGD,N
Y,N,G,N,100,iShares ESG Aware MSCI EM ETF,ESGE,N
N,N,Q,N,100,Enstar Group Limited - Ordinary Shares,ESGR,N
N,N,Q,N,100,"Enstar Group Limited - Depository Shares 7.00% Perpetual Non-Cumulative Preference Shares, Series E",ESGRO,N
N,N,Q,N,100,Enstar Group Limited - Depositary Shares Each Representing 1/1000th of an interest in Preference Shares,ESGRP,N
Y,N,G,N,100,iShares ESG Aware MSCI USA ETF,ESGU,N
N,N,Q,N,100,Elbit Systems Ltd. - Ordinary Shares,ESLT,N
Y,N,G,N,100,iShares ESG MSCI USA Min Vol Factor ETF,ESMV,N
N,N,S,N,100,Energy Services of America Corporation - Common Stock,ESOA,N
Y,N,G,N,100,VanEck Video Gaming and eSports ETF,ESPO,N
N,N,G,N,100,"Esperion Therapeutics, Inc. - Common Stock",ESPR,N
N,N,S,N,100,"Esquire Financial Holdings, Inc. - Common Stock",ESQ,N
N,N,Q,N,100,"ESSA Bancorp, Inc. - common stock",ESSA,N
N,N,S,N,100,Establishment Labs Holdings Inc. - Common Shares,ESTA,N
N,N,G,N,100,"89bio, Inc. - Common Stock",ETNB,N
N,N,G,N,100,"Eton Pharmaceuticals, Inc. - Common Stock",ETON,N
N,N,Q,N,100,"Etsy, Inc. - Common Stock",ETSY,N
N,N,S,N,100,Eucrates Biomedical Acquisition Corp. - Ordinary Shares,EUCR,N
N,N,S,N,100,Eucrates Biomedical Acquisition Corp. - Unit,EUCRU,N
N,N,S,N,100,Eucrates Biomedical Acquisition Corp. - Warrant,EUCRW,N
N,N,S,N,100,Euda Health Holdings Limited - Ordinary Shares,EUDA,N
N,N,S,N,100,Euda Health Holdings Limited - Warrant,EUDAW,N
Y,N,G,N,100,iShares MSCI Europe Financials Sector Index Fund,EUFN,N
N,N,S,N,100,Evaxion Biotech A/S - American Depositary Share,EVAX,N
N,N,G,N,100,"Everbridge, Inc. - Common Stock",EVBG,N
N,N,Q,N,100,EverCommerce Inc. - Common Stock,EVCM,N
N,N,G,N,100,"EverQuote, Inc. - Class A Common Stock",EVER,N
N,D,G,N,100,Evogene Ltd. - Ordinary Shares,EVGN,N
N,N,Q,N,100,EVgo Inc. - Common Stock,EVGO,N
N,N,Q,N,100,"EVgo Inc. - Warrants, each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50",EVGOW,N
N,N,G,N,100,Evergreen Corporation - Class A Ordinary Share,EVGR,N
N,N,G,N,100,Evergreen Corporation - Unit,EVGRU,N
N,N,G,N,100,Evergreen Corporation - Warrant,EVGRW,N
N,N,Q,N,100,"Evelo Biosciences, Inc. - Common Stock",EVLO,N
N,N,S,N,100,"Evolv Technologies Holdings, Inc. - Class A Common Stock",EVLV,N
N,N,S,N,100,"Evolv Technologies Holdings, Inc. - Warrant",EVLVW,N
Y,N,G,N,100,Invesco Electric Vehicle Metals Commodity Strategy No K-1 ETF,EVMT,N
N,N,Q,N,100,Evotec SE - American Depositary Shares each representing 1/2 of one ordinary share,EVO,N
N,N,S,N,100,Evo Acquisition Corp. - Class A Common stock,EVOJ,N
N,N,S,N,100,Evo Acquisition Corp. - Unit,EVOJU,N
N,N,S,N,100,Evo Acquisition Corp. - Warrant,EVOJW,N
N,N,S,N,100,"Evoke Pharma, Inc. - Common Stock",EVOK,N
N,N,G,N,100,"EVO Payments, Inc. - Class A Common Stock",EVOP,N
N,N,Q,N,100,"Evergy, Inc. - Common Stock",EVRG,N
N,N,S,N,100,"Envirotech Vehicles, Inc. - Common stock",EVTV,N
N,N,Q,N,100,"East West Bancorp, Inc. - Common Stock",EWBC,N
N,N,Q,N,100,"European Wax Center, Inc. - Class A Common Stock",EWCZ,N
Y,N,G,N,100,Global X Emerging Markets Internet & E-commerce ETF,EWEB,N
Y,N,G,N,100,iShares MSCI Japan Value ETF,EWJV,N
N,N,Q,N,100,"Edgewise Therapeutics, Inc. - Common Stock",EWTX,N
Y,N,G,N,100,iShares MSCI Brazil Small-Cap ETF,EWZS,N
N,N,Q,N,100,Exscientia Plc - American Depositary Shares,EXAI,N
N,N,S,N,100,Exact Sciences Corporation - Common Stock,EXAS,N
N,N,Q,N,100,Exelon Corporation - Common Stock,EXC,N
N,N,Q,N,100,"Exelixis, Inc. - Common Stock",EXEL,N
N,N,Q,N,100,"Expensify, Inc. - Class A Common Stock",EXFY,N
N,N,Q,N,100,"ExlService Holdings, Inc. - Common Stock",EXLS,N
N,N,Q,N,100,"Expeditors International of Washington, Inc. - Common Stock",EXPD,N
N,D,Q,N,100,"Expedia Group, Inc. - Common Stock",EXPE,N
N,N,G,N,100,"eXp World Holdings, Inc. - Common Stock",EXPI,N
N,N,Q,N,100,"Exponent, Inc. - Common Stock",EXPO,N
N,N,Q,N,100,"Extreme Networks, Inc. - Common Stock",EXTR,N
N,N,Q,N,100,"National Vision Holdings, Inc. - Common Stock",EYE,N
N,N,S,N,100,"Eyenovia, Inc. - Common Stock",EYEN,N
N,N,G,N,100,"EyePoint Pharmaceuticals, Inc. - Common Stock",EYPT,N
N,D,S,N,100,"EzFill Holdings, Inc. - Common Stock",EZFL,N
N,D,S,N,100,EZGO Technologies Ltd. - Ordinary Shares,EZGO,N
N,N,Q,N,100,"EZCORP, Inc. - Class A Non-Voting Common Stock",EZPW,N
N,N,Q,N,100,First Advantage Corporation - Common Stock,FA,N
Y,N,G,N,100,First Trust Alternative Absolute Return Strategy ETF,FAAR,N
Y,N,G,N,100,First Trust Multi Cap Value AlphaDEX Fund,FAB,N
Y,N,G,N,100,First Trust Multi Cap Growth AlphaDEX Fund,FAD,N
Y,N,G,N,100,iShares Fallen Angels USD Bond ETF,FALN,N
N,D,S,N,100,"Farmmi, INC. - Ordinary Shares",FAMI,N
N,N,Q,N,100,"Diamondback Energy, Inc. - Common Stock",FANG,N
N,N,Q,N,100,"Fanhua Inc. - American depositary shares, each representing 20 ordinary shares",FANH,N
N,N,Q,N,100,Farmer Brothers Company - Common Stock,FARM,N
N,N,Q,N,100,"FARO Technologies, Inc. - Common Stock",FARO,N
N,N,Q,N,100,Fastenal Company - Common Stock,FAST,N
N,N,S,N,100,FAT Brands Inc. - Common Stock,FAT,N
N,N,S,N,100,FAT Brands Inc. - Class B Common Stock,FATBB,N
N,N,S,N,100,FAT Brands Inc. - 8.25% Series B Cumulative Preferred Stock,FATBP,N
N,N,S,N,100,FAT Brands Inc. - Warrant,FATBW,N
N,N,G,N,100,"Fate Therapeutics, Inc. - Common Stock",FATE,N
N,N,G,N,100,Fat Projects Acquisition Corp - Class A Ordinary Share,FATP,N
N,N,G,N,100,Fat Projects Acquisition Corp - Unit,FATPU,N
N,N,G,N,100,Fat Projects Acquisition Corp - Warrant,FATPW,N
N,N,S,N,100,FaZe Holdings Inc. - Common Stock,FAZE,N
N,N,S,N,100,FaZe Holdings Inc. - Warrant,FAZEW,N
N,D,S,N,100,"Fortress Biotech, Inc. - Common Stock",FBIO,N
N,N,S,N,100,"Fortress Biotech, Inc. - 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock",FBIOP,N
N,N,Q,N,100,"First Business Financial Services, Inc. - Common Stock",FBIZ,N
Y,N,G,N,100,GraniteShares 1.5x Long Meta Daily ETF,FBL,N
N,N,G,N,100,"The First Bancshares, Inc. - Common Stock",FBMS,N
N,N,Q,N,100,First Bancorp - Common Stock,FBNC,N
N,N,S,N,100,"Forte Biosciences, Inc.  - Common Stock",FBRX,N
Y,N,G,N,100,First Trust Brazil AlphaDEX Fund,FBZ,N
Y,N,G,N,100,First Trust China AlphaDEX Fund,FCA,N
Y,N,G,N,100,First Trust California Municipal High income ETF,FCAL,N
N,N,S,N,100,"First Capital, Inc. - Common Stock",FCAP,N
N,N,Q,N,100,"First Community Bankshares, Inc. - Common Stock",FCBC,N
N,N,S,N,100,First Community Corporation - Common Stock,FCCO,N
Y,N,G,N,100,First Trust Income Opportunities ETF,FCEF,N
N,N,G,N,100,"FuelCell Energy, Inc. - Common Stock",FCEL,N
N,N,Q,N,100,"FirstCash Holdings, Inc. - Common Stock",FCFS,N
N,N,Q,N,100,"First Citizens BancShares, Inc. - Class A Common Stock",FCNCA,N
N,N,Q,N,100,"First Citizens BancShares, Inc. - 5.625% Non-Cumulative Perpetual Preferred Stock, Series C",FCNCO,N
N,N,Q,N,100,"First Citizens BancShares, Inc. - Depositary Shares Each Representing a 1/40th Interest in a Share of 5.375% Non-Cumulative Perpetual Preferred Stock, Series A",FCNCP,N
